Down,1,9,9.0,0,9,0,0,0.0,0,0,0,0,Player Name
Down,REC,YDS,AVG,TD,LNG,CAR,YDS,AVG,TD,LNG,FUM,LST,Greg Dulcich
3rd,1,13,13.0,0,13,0,0,0.0,0,0,0,0,Greg Dulcich
