Depth Chart,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
As Sub,9,8,1,1,4.5,13,0,0,0,0,0,0.0,0,0,0,Nik Bonitto
