Month,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
September,3,3,0,1,1,4,0,0,0,0,0,0.0,0,0,0,Nik Bonitto
