Season Games,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
1-8,3,1,2,0,0.5,0,0,0,0,0,0,0.0,0,0,2,Matt Henningsen
