Weather,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
81+ F,2,1,1,0,0.5,0,0,0,0,0,0,0.0,0,0,2,Matt Henningsen
