Close,CAR,YDS,AVG,TD,LNG,REC,YDS,AVG,TD,LNG,FUM,LST,Player Name
"4th QTR, +/-7",1,0,0.0,0,0,0,0,0.0,0,0,0,0,Tyler Badie
