Surface,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,Player Name
Grass,5,3,2,0,0,0,0,0,0,0,0,0.0,0,0,0,Essang Bassey
