Down,20,14,6,0,1,1,0,0,0,1,0,0.0,0,0,2,Player Name
2nd,13,7,6,0,0,0,0,0,0,0,0,0.0,0,0,1,K'Waun Williams
3rd,11,9,2,1,0,0,0,0,0,0,0,0.0,0,0,4,K'Waun Williams
Down,TOT,SOLO,AST,SACK,STF,STFYDS,FF,FR,KB,INT,YDS,AVG,TD,LNG,PD,K'Waun Williams
