Weather,REC,YDS,AVG,TD,LNG,CAR,YDS,AVG,TD,LNG,FUM,LST,Player Name
81+ F,1,4,4.0,0,4,0,0,0.0,0,0,0,0,Lil'Jordan Humphrey
